Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00    6000/6000        double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [77]
[43]     0.0    0.00    0.00    6000         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [43]
-----------------------------------------------
                0.00    0.00    6000/6000        double* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [72]
[44]     0.0    0.00    0.00    6000         double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [44]
                0.00    0.00    6000/6000        __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [41]
-----------------------------------------------
                0.00    0.00       3/3006        std::__new_allocator<double>::max_size() const [91]
                0.00    0.00    3003/3006        std::__new_allocator<double>::allocate(unsigned long, void const*) [56]
[45]     0.0    0.00    0.00    3006         std::__new_allocator<double>::_M_max_size() const [45]
-----------------------------------------------
                0.00    0.00    3003/3003        void std::_Destroy<double*>(double*, double*) [60]
[46]     0.0    0.00    0.00    3003         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [46]
-----------------------------------------------
                0.00    0.00    3003/3003        std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [51]
[47]     0.0    0.00    0.00    3003         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [47]
                0.00    0.00    3003/3003        std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [58]
-----------------------------------------------
                0.00    0.00    3003/3003        std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [53]
[48]     0.0    0.00    0.00    3003         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [48]
                0.00    0.00    3003/6006        std::allocator<double>::allocator(std::allocator<double> const&) [37]
                0.00    0.00    3003/3003        std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [52]
-----------------------------------------------
                0.00    0.00    3003/3003        std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [54]
[49]     0.0    0.00    0.00    3003         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [49]
                0.00    0.00    3003/6009        std::allocator<double>::~allocator() [35]
-----------------------------------------------
                0.00    0.00    3003/3003        std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [54]
[50]     0.0    0.00    0.00    3003         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [50]
                0.00    0.00    3003/3003        std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [57]
-----------------------------------------------
                0.00    0.00    3003/3003        std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [53]
[51]     0.0    0.00    0.00    3003         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [51]
                0.00    0.00    3003/3003        std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [47]
-----------------------------------------------
                0.00    0.00    3003/3003        std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [48]
[52]     0.0    0.00    0.00    3003         std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [52]
-----------------------------------------------
                0.00    0.00       3/3003        std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [118]
                0.00    0.00    3000/3003        std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [15]
[53]     0.0    0.00    0.00    3003         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [53]
                0.00    0.00    3003/3003        std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [48]
                0.00    0.00    3003/3003        std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [51]
-----------------------------------------------
                0.00    0.00    3003/3003        std::vector<double, std::allocator<double> >::~vector() [59]
[54]     0.0    0.00    0.00    3003         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [54]
                0.00    0.00    3003/3003        std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [50]
                0.00    0.00    3003/3003        std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [49]
-----------------------------------------------
                0.00    0.00    3003/3003        std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [57]
[55]     0.0    0.00    0.00    3003         std::__new_allocator<double>::deallocate(double*, unsigned long) [55]
-----------------------------------------------
                0.00    0.00    3003/3003        std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [58]
[56]     0.0    0.00    0.00    3003         std::__new_allocator<double>::allocate(unsigned long, void const*) [56]
                0.00    0.00    3003/3006        std::__new_allocator<double>::_M_max_size() const [45]
-----------------------------------------------
                0.00    0.00    3003/3003        std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [50]
[57]     0.0    0.00    0.00    3003         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [57]
                0.00    0.00    3003/3003        std::__new_allocator<double>::deallocate(double*, unsigned long) [55]
-----------------------------------------------
                0.00    0.00    3003/3003        std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [47]
[58]     0.0    0.00    0.00    3003         std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [58]
                0.00    0.00    3003/3003        std::__new_allocator<double>::allocate(unsigned long, void const*) [56]
-----------------------------------------------
                0.00    0.00       3/3003        main [1]
                0.00    0.00    3000/3003        void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [79]
[59]     0.0    0.00    0.00    3003         std::vector<double, std::allocator<double> >::~vector() [59]
                0.00    0.00    3003/6006        std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [38]
                0.00    0.00    3003/3003        void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [61]
                0.00    0.00    3003/3003        std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [54]
-----------------------------------------------
                0.00    0.00    3003/3003        void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [61]
[60]     0.0    0.00    0.00    3003         void std::_Destroy<double*>(double*, double*) [60]
                0.00    0.00    3003/3003        void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [46]
-----------------------------------------------
                0.00    0.00    3003/3003        std::vector<double, std::allocator<double> >::~vector() [59]
[61]     0.0    0.00    0.00    3003         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [61]
                0.00    0.00    3003/3003        void std::_Destroy<double*>(double*, double*) [60]
-----------------------------------------------
                0.00    0.00       3/3003        void std::_Construct<double>(double*) [119]
                0.00    0.00    3000/3003        void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [16]
[62]     0.0    0.00    0.00    3003         operator new(unsigned long, void*) [62]
-----------------------------------------------
                0.00    0.00    3000/3000        std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [15]
[63]     0.0    0.00    0.00    3000         __gnu_cxx::__alloc_traits<std::allocator<double>, double>::_S_select_on_copy(std::allocator<double> const&) [63]
                0.00    0.00    3000/3000        std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [68]
-----------------------------------------------
                0.00    0.00    3000/3000        std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [15]
[64]     0.0    0.00    0.00    3000         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [64]
-----------------------------------------------
                0.00    0.00    3000/3000        std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [15]
[65]     0.0    0.00    0.00    3000         std::vector<double, std::allocator<double> >::end() const [65]
                0.00    0.00    3000/6000        __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [40]
-----------------------------------------------
                0.00    0.00    3000/3000        std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [15]
[66]     0.0    0.00    0.00    3000         std::vector<double, std::allocator<double> >::begin() const [66]
                0.00    0.00    3000/6000        __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [40]
-----------------------------------------------
                0.00    0.00    3000/3000        double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [74]
[67]     0.0    0.00    0.00    3000         double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [67]
-----------------------------------------------
                0.00    0.00    3000/3000        __gnu_cxx::__alloc_traits<std::allocator<double>, double>::_S_select_on_copy(std::allocator<double> const&) [63]
[68]     0.0    0.00    0.00    3000         std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [68]
                0.00    0.00    3000/6006        std::allocator<double>::allocator(std::allocator<double> const&) [37]
-----------------------------------------------
                0.00    0.00    3000/3000        double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [75]
[69]     0.0    0.00    0.00    3000         double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [69]
                0.00    0.00    3000/3000        double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [77]
-----------------------------------------------
                0.00    0.00    3000/3000        double* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [72]
[70]     0.0    0.00    0.00    3000         double* std::__niter_base<double*>(double*) [70]
-----------------------------------------------
                0.00    0.00    3000/3000        double* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [72]
[71]     0.0    0.00    0.00    3000         double* std::__niter_wrap<double*>(double* const&, double*) [71]
-----------------------------------------------
                0.00    0.00    3000/3000        double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [77]
[72]     0.0    0.00    0.00    3000         double* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [72]
                0.00    0.00    6000/6000        double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [44]
                0.00    0.00    3000/3000        double* std::__niter_base<double*>(double*) [70]
                0.00    0.00    3000/3000        double* std::__copy_move_a1<false, double const*, double*>(double const*, double const*, double*) [73]
                0.00    0.00    3000/3000        double* std::__niter_wrap<double*>(double* const&, double*) [71]
-----------------------------------------------
                0.00    0.00    3000/3000        double* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [72]
[73]     0.0    0.00    0.00    3000         double* std::__copy_move_a1<false, double const*, double*>(double const*, double const*, double*) [73]
                0.00    0.00    3000/3000        double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [74]
-----------------------------------------------
                0.00    0.00    3000/3000        double* std::__copy_move_a1<false, double const*, double*>(double const*, double const*, double*) [73]
[74]     0.0    0.00    0.00    3000         double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [74]
                0.00    0.00    3000/3000        double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [67]
-----------------------------------------------
                0.00    0.00    3000/3000        double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [76]
[75]     0.0    0.00    0.00    3000         double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [75]
                0.00    0.00    3000/3000        double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [69]
-----------------------------------------------
                0.00    0.00    3000/3000        std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [15]
[76]     0.0    0.00    0.00    3000         double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [76]
                0.00    0.00    3000/3000        double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [75]
-----------------------------------------------
                0.00    0.00    3000/3000        double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [69]
[77]     0.0    0.00    0.00    3000         double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [77]
                0.00    0.00    6000/6000        __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [43]
                0.00    0.00    3000/3000        double* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [72]
-----------------------------------------------
                0.00    0.00    3000/3000        void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [16]
[78]     0.0    0.00    0.00    3000         std::vector<double, std::allocator<double> > const& std::forward<std::vector<double, std::allocator<double> > const&>(std::remove_reference<std::vector<double, std::allocator<double> > const&>::type&) [78]
-----------------------------------------------
                0.00    0.00    3000/3000        void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [94]
[79]     0.0    0.00    0.00    3000         void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [79]
                0.00    0.00    3000/3003        std::vector<double, std::allocator<double> >::~vector() [59]
-----------------------------------------------
                0.00    0.00    1248/1248        unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [81]
[80]     0.0    0.00    0.00    1248         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [80]
-----------------------------------------------
                0.00    0.00    1248/1248        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [131]
[81]     0.0    0.00    0.00    1248         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [81]
                0.00    0.00    1248/1248        std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [80]
-----------------------------------------------
                0.00    0.00    1246/1246        unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [83]
[82]     0.0    0.00    0.00    1246         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [82]
-----------------------------------------------
                0.00    0.00    1246/1246        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [131]
[83]     0.0    0.00    0.00    1246         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [83]
                0.00    0.00    1246/1246        std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [82]
-----------------------------------------------
                0.00    0.00       3/9           main [1]
                0.00    0.00       3/9           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<double, std::allocator<double> > > const&) [113]
                0.00    0.00       3/9           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl::~_Vector_impl() [97]
[84]     0.0    0.00    0.00       9         std::allocator<std::vector<double, std::allocator<double> > >::~allocator() [84]
                0.00    0.00       9/9           std::__new_allocator<std::vector<double, std::allocator<double> > >::~__new_allocator() [85]
-----------------------------------------------
                0.00    0.00       9/9           std::allocator<std::vector<double, std::allocator<double> > >::~allocator() [84]
[85]     0.0    0.00    0.00       9         std::__new_allocator<std::vector<double, std::allocator<double> > >::~__new_allocator() [85]
-----------------------------------------------
                0.00    0.00       3/6           std::__new_allocator<std::vector<double, std::allocator<double> > >::max_size() const [90]
                0.00    0.00       3/6           std::__new_allocator<std::vector<double, std::allocator<double> > >::allocate(unsigned long, void const*) [104]
[86]     0.0    0.00    0.00       6         std::__new_allocator<std::vector<double, std::allocator<double> > >::_M_max_size() const [86]
-----------------------------------------------
                0.00    0.00       3/6           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<double, std::allocator<double> > > const&) [113]
                0.00    0.00       3/6           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<double, std::allocator<double> > > const&) [96]
[87]     0.0    0.00    0.00       6         std::allocator<std::vector<double, std::allocator<double> > >::allocator(std::allocator<std::vector<double, std::allocator<double> > > const&) [87]
                0.00    0.00       6/6           std::__new_allocator<std::vector<double, std::allocator<double> > >::__new_allocator(std::__new_allocator<std::vector<double, std::allocator<double> > > const&) [89]
-----------------------------------------------
                0.00    0.00       3/6           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector() [114]
                0.00    0.00       3/6           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_fill_initialize(unsigned long, std::vector<double, std::allocator<double> > const&) [18]
[88]     0.0    0.00    0.00       6         std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_get_Tp_allocator() [88]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<std::vector<double, std::allocator<double> > >::allocator(std::allocator<std::vector<double, std::allocator<double> > > const&) [87]
[89]     0.0    0.00    0.00       6         std::__new_allocator<std::vector<double, std::allocator<double> > >::__new_allocator(std::__new_allocator<std::vector<double, std::allocator<double> > > const&) [89]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator_traits<std::allocator<std::vector<double, std::allocator<double> > > >::max_size(std::allocator<std::vector<double, std::allocator<double> > > const&) [109]
[90]     0.0    0.00    0.00       3         std::__new_allocator<std::vector<double, std::allocator<double> > >::max_size() const [90]
                0.00    0.00       3/6           std::__new_allocator<std::vector<double, std::allocator<double> > >::_M_max_size() const [86]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [110]
[91]     0.0    0.00    0.00       3         std::__new_allocator<double>::max_size() const [91]
                0.00    0.00       3/3006        std::__new_allocator<double>::_M_max_size() const [45]
-----------------------------------------------
                0.00    0.00       3/3           main [1]
[92]     0.0    0.00    0.00       3         std::allocator<std::vector<double, std::allocator<double> > >::allocator() [92]
                0.00    0.00       3/3           std::__new_allocator<std::vector<double, std::allocator<double> > >::__new_allocator() [105]
-----------------------------------------------
                0.00    0.00       3/3           main [1]
[93]     0.0    0.00    0.00       3         std::allocator<double>::allocator() [93]
                0.00    0.00       3/3           std::__new_allocator<double>::__new_allocator() [106]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [127]
[94]     0.0    0.00    0.00       3         void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [94]
                0.00    0.00    3000/3000        void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [79]
                0.00    0.00    3000/6000        std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [42]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_create_storage(unsigned long) [99]
[95]     0.0    0.00    0.00       3         std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_allocate(unsigned long) [95]
                0.00    0.00       3/3           std::allocator_traits<std::allocator<std::vector<double, std::allocator<double> > > >::allocate(std::allocator<std::vector<double, std::allocator<double> > >&, unsigned long) [108]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_base(unsigned long, std::allocator<std::vector<double, std::allocator<double> > > const&) [101]
[96]     0.0    0.00    0.00       3         std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<double, std::allocator<double> > > const&) [96]
                0.00    0.00       3/6           std::allocator<std::vector<double, std::allocator<double> > >::allocator(std::allocator<std::vector<double, std::allocator<double> > > const&) [87]
                0.00    0.00       3/3           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl_data::_Vector_impl_data() [100]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~_Vector_base() [102]
[97]     0.0    0.00    0.00       3         std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl::~_Vector_impl() [97]
                0.00    0.00       3/9           std::allocator<std::vector<double, std::allocator<double> > >::~allocator() [84]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~_Vector_base() [102]
[98]     0.0    0.00    0.00       3         std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_deallocate(std::vector<double, std::allocator<double> >*, unsigned long) [98]
                0.00    0.00       3/3           std::allocator_traits<std::allocator<std::vector<double, std::allocator<double> > > >::deallocate(std::allocator<std::vector<double, std::allocator<double> > >&, std::vector<double, std::allocator<double> >*, unsigned long) [107]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_base(unsigned long, std::allocator<std::vector<double, std::allocator<double> > > const&) [101]
[99]     0.0    0.00    0.00       3         std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_create_storage(unsigned long) [99]
                0.00    0.00       3/3           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_allocate(unsigned long) [95]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<double, std::allocator<double> > > const&) [96]
[100]    0.0    0.00    0.00       3         std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl_data::_Vector_impl_data() [100]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector(unsigned long, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > > const&) [19]
[101]    0.0    0.00    0.00       3         std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_base(unsigned long, std::allocator<std::vector<double, std::allocator<double> > > const&) [101]
                0.00    0.00       3/3           std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<double, std::allocator<double> > > const&) [96]
